PN,CPC
04594237,G01N
07749204,D04H
09346736,C07C
03992725,A61L
08051908,Y02E
10214786,Y02P
06564087,G11B
08846925,Y10S
06685956,A61K
08541177,G01N
05141310,G01N
04914022,Y10S
06368795,C12Q
08758457,Y02P
10190164,C12Q
08857279,C40B
06524846,Y10T
10058814,B01J
08986934,G01N
08435354,A61L
08975200,C07C
07041510,G01N
08691557,Y10T
08168773,C12Q
05874164,D06M
09796990,C12Y
06130098,Y10T
07524379,D01F
07160425,B01L
09012163,A61B
09446360,Y10T
08329873,C07K
08481322,C10L
09823249,C12Q
08445413,C12N
06562618,G01N
08277747,Y10T
08927020,B01F
08633031,G01N
08986525,H01L
09487801,C12Y
08295930,Y10T
09938390,C08F
05314829,B82Y
07960104,C12N
07732575,C07H
09223317,Y10T
10027347,G06F
09068989,C12Q
09856501,C12P
05352514,C08K
09175272,C12N
08252932,A61K
06261677,A61F
06632867,C09J
05736327,C12Q
07981688,B82Y
10054961,B01F
09389220,C12N
05182111,C12N
07410810,G01N
07625492,Y02C
09631257,C22B
09470699,G01N
09528144,C12Q
07691460,D10B
07709202,C12Q
06509148,C12Q
07790401,G01N
08263386,C12Q
06140138,Y10S
09372181,C07C
08229677,C12Q
07785781,C12Q
06524456,F16K
06268158,B01L
04469596,C02F
06251691,Y10S
09273321,A01G
07326837,G01N
10150994,C12Q
06652808,H01L
04388296,G01N
07858111,C08G
05609270,B01L
08889829,Y02A
07888025,C07K
09333474,C10L
06319671,C12Q
05589561,B29C
08940238,G01N
07015047,B82Y
07364899,C12Q
07094345,G01N
04243719,Y10T
06887681,B01L
08278049,C12Q
10222386,C07K
05962219,C12N
07790408,A61K
09216916,B01J
09568474,C07K
09271937,A61L
09914954,C12Q
05849486,C40B
07092557,A61N
08765069,B01D
05587128,B01F
06447675,Y02W
09255229,B01J
08710948,H05K
09772328,C12N
06020478,G01N
05698408,G01N
07332290,C07K
06709869,Y10T
05991048,G01N
06972284,Y10S
09890428,C12Q
05292801,Y10S
04372874,C12Q
07303867,C12Q
05407806,G01N
07364857,C12Q
05840004,B31D
07130458,B82Y
09708358,C12Q
08263821,C12N
09381517,G01N
05728271,Y02E
06926815,G01N
06893685,G02B
07901886,C12Q
09097722,G01N
07211320,A61L
06770460,C07K
07354475,A62D
05837199,Y10T
05993530,Y10T
08544162,A61K
08506961,A61K
08250729,A61B
07387898,B01L
05958371,G01N
05470758,Y10T
07510637,B01L
08936708,C12Q
09682250,G02B
09410203,C12Q
06219137,G01J
05989815,C12Q
08785808,C22B
08650017,G06F
05077210,C12N
04927752,C12Q
09631222,G01N
07074559,C12Q
06284470,Y10T
08632496,A61M
09388536,D03D
06228654,Y10T
08574618,B29C
05514542,Y10S
09011661,B03C
07211396,Y10S
08728737,C12N
08367345,G01N
07877819,A62B
07740806,B01J
08797551,G01N
07955559,C12Q
09816991,C07K
04224829,G01N
06879401,G01N
08304193,C07K
09186278,A61B
08269953,A61M
08058004,C40B
07638011,B29K
08796581,C04B
08263386,B01J
08784734,G01N
08293367,A61L
09528993,C07K
08963105,G02B
09242907,C10J
04162195,Y02W
05507962,Y10T
08323396,Y10T
07566418,G01N
05266209,G01N
08796494,B01J
06602714,B01L
05341555,Y10T
09097702,C40B
08545777,B01D
09530928,C09K
09166241,C12Q
06417244,C08F
07164360,G09F
09968599,G01N
05981178,Y10S
05120643,G01N
07547539,B01J
05057437,Y10S
09340763,B01F
08377307,G01N
08617490,G01N
05869698,C07C
08277928,B01D
06001258,C02F
05958677,C12Q
05871924,C12Q
10214404,G01N
08652771,Y10T
06808908,Y10S
04705753,B01J
07271588,G01R
07736857,G01N
06947050,G06F
08968872,Y10S
05661035,G01N
05858660,C12N
07005982,G01N
08460867,G01N
08062502,G01N
07211441,Y10S
05929049,C08B
08811569,G01N
04397556,G01N
07105297,C12Q
09181505,B01J
05349952,A61B
04911952,A01N
06265226,B01J
08409816,Y02A
09056947,C08G
07736687,Y10T
08131348,G01J
10221238,C07K
06582971,G01N
07214530,G03H
09745517,C11B
09670311,B32B
08906627,G01N
05872224,C07K
05958706,C07K
09586341,C08B
09150749,C09D
07550575,Y02A
08669404,C10J
09247368,Y10T
06210894,B01J
06630358,B01J
06699978,H01L
05760000,C07K
07456266,C07H
10213527,A61L
09885726,A61K
09946017,G02B
07158903,Y10T
09274128,C12Q
09556195,C07C
09658225,G01N
05569146,Y10T
10105681,C12N
06413522,C07K
09381493,Y02P
08357493,C12Q
07789920,C01B
06130098,Y10S
05278044,Y10T
07744883,B01J
09395364,Y02A
09777044,A61K
09816981,G01N
06419881,C08F
05424413,C12Q
07625713,A61K
05200247,C08L
07449150,G01N
08962261,G01N
07598087,B01J
09410091,Y02E
09023189,H01L
09575061,G01N
06378314,F25C
09447375,G01N
07211320,Y02W
10094837,G01N
06556940,B01L
08778280,B01L
08728980,G01N
09249443,G01N
10112196,B01L
07867217,A61F
05916645,Y10T
05171309,A61F
06326215,C12Q
06893827,G01N
10215689,G01J
05372932,C12Q
07395160,G01N
06344333,G01N
09389234,G01N
07906076,A61B
05898004,G01J
07091042,A61L
05620771,Y10T
05525281,C08B
07368098,G01N
09414887,A61B
09717564,A61B
06323043,Y10T
08460524,C12Q
07722960,Y10T
09808801,G01N
08323903,G01N
07384545,A01N
08828328,B82Y
05181394,A61J
07975762,E21B
07985552,C09B
07309525,C30B
04917784,B01J
06617170,Y10T
05004582,G01N
06094860,E01C
08334324,C07D
07939152,B65D
06117631,C07K
09056893,C08H
09726687,G01N
09592540,B08B
06045697,B01D
06103486,G01N
07138238,G01N
06534323,Y10T
08273253,C02F
08703032,Y10T
08940478,G01N
05240602,B01D
09932635,C12N
09435716,A61B
09505991,C10G
06399215,A61L
08331751,G02B
08063264,A61F
08349991,B82Y
05114943,A61Q
04552633,C08F
08790659,Y02A
07056475,F04B
08592450,A61K
08765056,G01N
09738726,A61K
05620771,A61F
05853763,A61K
05891724,G01N
07468160,B82Y
08519048,C23C
08025915,Y10T
09028676,Y02E
08815328,B05D
04651930,Y10T
08136550,Y10T
06008045,C12N
08835188,G01N
09131851,G01N
07691330,Y10T
08088631,B82Y
05798491,C12N
08664002,G02B
09242211,B01J
09052275,G01N
09029473,G01N
09457333,G02F
08329875,Y10T
06767711,C07K
05094816,Y10T
07670831,B82Y
08000766,A61B
07238842,C12Q
07708946,Y10T
09278162,B01J
04534825,A61B
07060927,Y10S
09810697,G01N
08722350,C07K
09878301,Y02W
05087562,Y10S
05770176,G01N
07713690,G01N
05116506,B01J
07057165,Y10T
06100067,C12Q
09029162,Y10T
08921053,C12Q
09217697,C12Q
08105849,B01L
10100949,B01L
07261007,B01D
07285329,B82Y
06087549,A61N
06873414,G01N
07415358,Y10S
08425877,G01N
07534915,B01J
10156574,C12N
09526823,A61M
06819812,H01S
05298741,G02B
07459223,C12Q
04968008,Y10S
07452675,G01N
08492168,B01L
10047386,Y10T
09150521,A61K
04741956,A01N
04954320,B01J
08754263,C01B
09228948,B01L
08712538,A61N
10191050,C12Q
07090774,B01L
06844159,C12Q
09499853,G01N
07833805,Y02P
05733878,A61F
08834811,B01L
09236236,Y10T
07531057,B01J
09981263,Y10T
09981244,B01J
06589791,Y10T
08338104,C12Q
07285218,G01N
05897782,A61B
09897587,G02F
08304067,B81C
05999843,A61B
08592200,C12N
07033747,B01L
07368257,G01N
10005842,G01N
05510895,G01N
06080404,B01J
09267170,C12Q
06268390,G01N
06632681,Y10T
07689022,G01N
09512396,C12Q
09078956,A61L
08528589,B01F
09738046,Y10T
08304061,B32B
09322831,G01N
10215998,B01L
08460638,C09K
06468753,G01N
04816400,C12N
10189911,A61K
08785135,G01N
07949432,G01N
09086409,G01N
08273530,B82Y
10197508,G06T
09790621,B01J
06653076,C12Q
06436647,C12Q
09095798,B01D
07435601,G01N
08624465,G01N
09994865,A61K
10175242,G16C
08993537,A61L
08192484,Y10T
07541444,C07H
08376317,B01L
08784738,A61L
08992440,A61B
06616982,C08L
08630807,G06N
06627433,G01N
07041509,B01L
07682781,G01N
06340572,G01N
07062091,B01L
09273345,C12N
05395688,B03C
06127184,Y10T
07754418,A01K
05721435,G01N
08679805,C10G
06859570,G01N
07567596,A61B
07622509,Y10T
04799361,F26B
05960057,G01N
05846438,D04H
07144533,Y10T
09910010,B01L
04816562,C07K
06377057,G01N
05342517,B01D
07169463,C03C
08486644,G01N
06609068,A61B
09335289,G01N
09719895,A61F
05840514,A61K
05731147,G01N
10167437,C21B
08912317,G16B
09441261,C09B
07361273,C13B
09201049,B01L
05989811,Y10S
05567811,C07H
09164034,G01N
06670196,Y10S
07521189,C12Q
07238762,B01J
08320650,A61B
09333474,B02C
06942639,A61L
09310368,A61K
07179629,C12N
08728825,Y10T
06617041,Y10T
07144743,C07K
06790634,Y10T
05512439,C12N
09588103,B01L
09874551,E21B
06231812,Y10S
05776681,G01N
07351575,B01L
07871661,H05K
09410115,C12N
05032445,C08L
06897072,Y10T
07584688,B27B
08909319,Y10T
08940369,C08J
10167574,B01J
09642923,G01R
06475485,G01N
08610018,C12Q
07531360,Y10T
08178202,Y10S
07700193,B82Y
09434923,C12N
08168181,G01N
07094543,C12Q
05843653,C07H
09611145,C10J
05861260,G01N
07829691,C12Q
08512959,B01L
08105550,G01N
09824870,H01J
04146454,B01J
07510829,C12Q
09260736,C12Q
10137594,Y10T
09304084,B82Y
09850157,C03B
05258313,G01N
05510099,C12Q
09352055,Y10S
05334584,C07K
07541146,B82Y
09670526,C12Q
05508107,Y10S
08084575,C07K
08460759,Y10T
08354073,G01N
04001583,G01N
05183809,A61K
09017954,G01N
10195605,C12M
08771387,C01B
05118606,Y10T
08962814,C12N
08334025,C09D
09435076,Y02P
06849109,C01P
08187204,A61B
05814465,C12N
09410059,Y10T
09476865,G06T
10088664,G03H
05665439,B28C
07005493,B32B
09334541,C12Q
06726820,G01N
08367109,C12N
09868993,C07K
06571802,Y10T
05705610,C07H
10227337,G01N
06984828,G02B
09176094,G01N
08394861,C01B
07583381,G01J
08262978,A61M
05641634,B01J
05599505,B01L
05479035,B03C
06564087,G01B
05958203,G01N
08129176,B01L
09630175,C23C
05880255,G01N
07936453,G01N
08789317,Y10T
07399640,Y10T
07294367,C23C
08597875,Y02A
08144942,G06K
06261519,G01N
05928935,A61B
08313712,B01L
08343247,Y10T
09617320,C07K
07314060,B01F
07307104,F28D
07713702,C12Q
09752114,C12M
09457040,C07H
04353946,E02D
06569674,C07B
09920353,C12Q
08965594,H02J
10101319,A61B
10219861,A61B
06190701,Y10T
09351857,Y10T
05968758,G01N
08435748,C07K
09937477,B01J
05532170,G01N
06573491,G21K
08071290,C12Q
09482663,C07K
07081188,C12Q
09388217,C07K
06376175,C12N
08911667,G01N
08716031,G01N
08304188,B01L
09422492,Y02E
09243034,C12Y
05705187,A61K
06686319,Y02P
05696249,C07K
05500184,A61L
09182390,C12N
08071393,C40B
08784984,Y10T
05112957,B01L
05552295,C07K
08486414,C07K
07407768,C40B
08758704,B29K
08540996,C12N
07276206,Y10T
07201873,B01L
08846889,C12N
08530195,C07D
09970437,F04B
09686969,G01B
08462347,G01J
06132685,G01N
08053246,Y10T
08486615,C12Q
08639347,Y10T
06031710,H01G
08926543,B01D
06932845,Y10T
08741230,G01N
06249965,Y10T
06105235,A61F
07326776,B01J
09101311,B01L
03946105,Y10S
08969070,B01L
06585939,B29C
06835553,G01N
04653855,A61B
08062533,B01L
09180450,B01L
08697245,Y10T
08858883,A61L
06897337,C07B
07638011,B29L
09770220,A61B
04818472,G21F
07803907,A61K
05856189,C12Q
06248884,C07H
06737236,C07H
08481336,C12N
08518347,B01D
05770462,G01N
06225047,Y10S
09817005,H01J
05773296,B01J
06326147,G01N
08900856,A01N
07175990,C07K
07887763,Y02T
08715693,Y02A
09586192,A61K
10002229,C12Q
09744208,C12Q
07277569,G01N
05144030,C07D
08815532,G01N
07501258,G01N
05413855,B29C
07880641,Y04S
08362766,G06F
05419892,A61B
06522975,Y10S
07897374,C12Q
07328979,B41J
08927020,A61K
09694174,A61N
05837377,Y10T
07041475,A61K
04352751,C07J
06347490,Y10T
07217394,Y10T
06855491,C12Q
06331439,B01J
07074880,B01J
09198609,B01L
07790651,Y02P
09463208,C12N
09771573,G01N
09339433,A61D
05562608,A61M
06277595,A61K
08267318,A61B
08323918,C12N
08679310,A61B
05198336,G01N
08492102,C12Q
08796023,C12Q
08141246,A61N
09752199,G01N
05262299,Y10T
08323586,F16K
05536238,B01J
09505715,C02F
08178163,C07K
04882166,A61K
06660132,C07D
07183337,C09C
08481125,Y10T
08124349,G01N
09983135,G01N
05723320,C07H
05384254,Y10S
07509906,B01L
07435385,B01L
08353949,A61L
06534307,B01J
06720710,G01N
09453166,B01J
08902420,G01N
07799258,D01F
09080959,G01N
07998437,G01N
06335196,C07K
08092835,Y10T
08528601,Y10T
09739699,G01N
06013459,B82Y
06525245,C12N
07981215,G01N
06280958,Y10T
08298782,C12N
05595877,C12Q
08637661,Y02E
08753584,F04B
09243444,B29C
09605297,C07K
07223550,C07K
07709247,G01N
09481945,B01L
05688651,C07K
07070254,Y10T
10214001,A61B
07371580,C40B
08821599,Y02E
07731901,Y10T
09101928,B01J
05491411,G01R
07501241,G02F
06001387,A01N
05716640,Y10T
04548909,G01N
09610356,A61K
06582917,C40B
09796767,Y10T
08283028,B32B
10222387,G01N
09639146,G01N
06610475,C12Q
07964573,C12Q
07959992,B41M
09637785,C07H
09826124,G01J
05663046,B01J
06310348,G01N
05817047,Y10S
08097434,G01N
09174190,A61N
10139361,G01N
10048281,G01N
08442774,C12Q
09260505,G01N
07966898,Y10S
08939364,G06Q
04119401,Y10T
07615616,G16B
05811231,C12Q
06951713,C12N
05229162,Y10T
09322820,G01N
09988690,A61K
09676902,C08G
07943305,Y10S
06956102,C07K
05457141,C08L
09470699,Y02A
09512208,Y02A
05693097,Y10T
09377388,C40B
06030802,G06F
06599406,G01N
05270169,G01N
07220549,C12Q
08010323,G01N
09572550,G01N
06210894,C40B
06638717,C12N
08549933,G01N
09366671,Y02A
07138254,C40B
10046229,B33Y
09487561,G01N
06390304,C04B
10094744,Y10T
07422848,C12N
06849407,C12Q
08889405,B01L
09127224,C10G
04960130,G01N
06225047,C40B
10119147,A23K
09987610,C23C
09835538,G01N
04654419,G01N
09983565,G05B
10098581,B01L
07910324,G01N
09181438,B05B
08598088,C12Q
08571740,Y10T
09719982,C40B
04136159,Y10S
08402819,B82Y
08592641,C09J
09481502,Y02A
09146212,B01L
05916783,C12Q
06620787,G01N
06589791,G01N
08440448,C12Q
09174919,B01J
06524806,C07K
07264858,A61L
10221402,C07K
05158881,B01J
09522864,C01B
10092890,C10G
05514544,C12Q
08304566,Y02P
08263025,B01L
09618319,G01B
09810693,C09K
09034954,F26B
09222884,G01N
10151018,C22B
05780253,A01N
09125637,A61B
09518988,C07K
06830583,C08L
05543158,C08G
05985354,B01J
07604933,A61K
08227616,C12Q
08133379,B01J
05648470,C07C
05981201,C12N
08323749,E04F
09084546,B29K
07527933,C07K
05045208,G01N
05304348,G01N
05466575,G10K
09874562,A61K
08969059,C12N
09091684,C07K
06855551,G01N
05698390,C07K
10041875,G01N
07202389,Y02E
07508999,G01N
05403799,Y02W
08187673,B82Y
09718841,C07D
08371847,Y10T
05482834,C12Q
05710265,C12Q
05866363,G01N
07438944,G01N
08378151,B01J
04695541,G01N
05278044,Y10S
07691385,Y10S
07615760,G02B
08313747,G01N
09487821,B01J
07534396,B01L
09669992,B32B
06596239,C40B
08535770,B29D
08377672,Y10T
07649078,D01F
08425782,E03F
04904595,Y10S
08778627,G01N
08691073,C12Q
10183175,A61N
09687153,G01N
08293497,Y10T
06806088,Y10T
06999607,G06K
05753436,Y10S
05922592,Y10S
05485527,B01L
09222742,Y10T
10072640,F03G
06589736,C12Q
08029982,G01N
09200961,G01N
08449991,C22C
10222317,G01N
09586341,C12P
09732158,C07K
07205155,Y10S
09345763,A61K
07288327,B81C
08616040,B23P
04253947,B01J
06660176,B82Y
06071737,C12R
08329116,B01L
10054583,C12Q
07015047,B03C
06730484,G01N
08450131,H01L
05985150,B01J
08764948,B01J
08497072,C07K
06077674,B01J
06962006,F26B
07351529,C12Q
08351026,G01N
09271925,A61B
08883423,C12Q
07658946,B82Y
08865172,A61M
05006287,B01J
07695811,Y10S
06406887,A61K
10072293,C12Q
09975795,B09B
07160691,Y02A
05981166,C40B
09707319,A61F
05618855,A61L
05437980,G01N
08551703,Y10T
09114392,B01J
09718060,C12N
05413761,G01N
06830669,G01N
08748111,B82Y
06432643,C12Q
05080807,B03B
08860545,H03H
09970984,G01N
05731149,G01N
08178659,C07H
08017745,A61K
09777392,B82Y
06096344,A61K
10203339,G01N
07220389,G01N
05643778,C12Q
07902344,C12Q
10022486,Y10T
05882932,Y10T
05215926,Y10S
06875797,A01N
07985565,C12N
07985552,G01N
06513968,B01F
05082785,C12N
05019268,B01J
04804652,Y10S
04767701,C12Q
08066953,B01J
08206899,C07K
06627395,C12N
09459210,G01N
09499864,C12Q
06033353,Y10T
08758704,B29L
09896721,C12Q
06716410,G01N
08306598,A61M
07323309,B82Y
08116983,H01J
07041439,G01N
07299080,G01N
08317999,G01N
08784738,H01H
10040844,C07K
09389158,A61B
04765737,G01N
07943067,A61K
09709561,Y10T
08101371,G01N
08674291,H01J
09526759,C07K
05015843,Y10S
08124590,Y10T
08721850,C12Q
06916474,G01N
04781672,Y10T
09618524,G01N
05817527,C07K
08142746,Y02C
07555938,Y10T
06840957,A61F
05965001,Y10S
08529694,C04B
09920295,A61K
06638507,G01N
07718442,G01N
07541197,B82Y
09428797,G01N
07803609,G01N
08898885,H04B
09951372,C07F
05348862,Y10S
08993040,G01N
09011358,A61B
06849052,G01N
07368236,C07K
07585664,C12Q
05989925,Y10S
06900029,G01N
03961894,Y10S
10240178,C12P
08449972,Y10T
07416841,A61B
07476504,B82Y
08557113,Y10T
08945243,C13K
07946323,Y10T
05332660,C12N
04427771,C12N
07063778,B01L
08445197,C12Q
08802384,G01N
08507293,A61M
08173793,C12Q
09500590,G01N
07329387,Y10S
06266622,C07K
05403708,C07H
09601697,G01N
09579652,F16K
07463357,G01N
09360489,G16B
05422090,C07K
09332781,Y10T
07776538,C07K
06024923,G01N
06566083,C12N
05405677,H05K
08586382,G01N
09096890,G01N
08926782,B29K
07264964,G01N
05429726,Y10S
08796023,B82Y
09751763,B82Y
09874501,B01L
07195874,C07K
06027899,C12Q
06093308,G01N
07995207,G01B
05633140,B01L
10155988,G01N
06821692,B01J
04072573,C12Q
06001577,G01N
05741409,G01N
07833721,C12Q
09149739,C10K
09752090,C21C
05081228,C12Q
06869545,H01L
05573920,G01N
08551406,G01N
07569392,C12Q
05114858,Y10T
05108807,B65D
09630249,B22F
05512600,B29B
06781690,H01S
08600932,G01N
06514702,B82Y
07745220,B82Y
09631148,B01J
09944675,C12N
06340578,C07K
07473411,D01F
07998196,A61F
07037656,Y02A
08715741,B82Y
07780453,G09B
06284197,G02F
05627074,G01N
04798719,A61K
05106760,Y10S
08168134,B01L
07622693,Y10S
10105652,C12M
09684008,A61B
08470587,G01N
07067325,Y10T
06132842,B31D
09897593,B01L
09242200,B01D
06902680,B01L
07846656,C07K
04306080,B01J
08696952,B82Y
09440195,Y02W
07061605,C40B
07855057,G01N
08932870,Y10T
05840771,A61F
05051361,C07K
06300542,C12N
08569506,C07C
08338116,G01N
08894946,B01L
10176900,C10L
09175356,C12Q
07749705,C12Q
07815806,B01D
05302519,C12Q
07563570,A61K
09046470,Y10T
09389183,C07D
05795987,C07D
06929731,G01N
08455498,A61K
09691510,A61L
09995748,C07K
08431126,C12N
07638011,B29C
06353475,G01N
07622553,G01N
07591948,A61M
07235672,C07D
07807813,C12Q
07179610,G01N
07947459,G01N
04764502,Y10S
07794949,C12Q
09439868,B82Y
08398909,Y10T
08641716,A61F
08715923,C12N
06833112,B01L
07409296,Y10T
09174247,A47L
06730228,G01N
06136212,B01J
08226908,B01L
07700280,A61K
07241507,C08L
07217562,G03F
08968541,G01N
09969942,Y02P
05314829,B01J
07645420,A61L
06521325,Y10T
06855426,C08K
09403184,B05C
09687847,B01L
09255863,B05D
05246834,G01N
06572894,Y10S
08252414,Y10T
09528966,G01N
10046998,Y10T
07704730,Y10S
06582968,Y10T
08329873,G01N
10022443,C07K
09933431,C12Q
09963694,C12Q
10125389,G01N
04780113,G01N
07524459,B01L
04818678,G01N
09557336,A61K
06569385,C07B
09945849,Y10T
06300074,C07K
09625359,G01N
05367295,E05B
07758810,G01N
07981603,C12Q
09879054,C07K
10087245,A61K
09322835,G01N
07931950,Y10T
05585069,C07K
09617829,Y10T
06600010,A61K
09023181,Y02E
09695457,H01J
09578306,G06T
07927816,G01N
09216217,A61K
07850775,Y10T
06179826,B01J
10099156,G01N
09453257,C12N
08057996,C12N
10087439,C12Q
07588890,G01N
07833974,C12Q
09758827,C12Q
05421955,A61F
09777053,G01J
05862999,B82Y
09504983,C10G
09249266,Y02P
09035027,Y02A
07320862,B01D
08431340,B01L
08518406,G01N
08318641,G01N
08592172,C07K
06270695,Y10S
09125923,C12Q
09435764,G01N
05795716,B82Y
07045049,B82Y
08363221,G01N
08173442,Y10T
09795956,B01L
07469564,E05B
07459278,G01N
07824920,Y10T
09145483,C08L
08722091,A61K
05365455,Y10S
09797902,C12Y
06999174,G01N
09610037,G01N
09487811,G01N
07928367,H01J
07094568,G01N
07816493,C12N
08959985,G01N
10183265,C10G
10082598,G01D
10081013,B01L
06245578,B01F
05837814,C12N
06361949,C12Q
06180065,B01L
10047151,G01N
07332273,G03F
10137625,B29K
09732151,C12Q
06555098,A61Q
07049078,C12Q
06046317,C12Q
07524672,B01L
06043437,G03F
09784662,C12M
06416714,C40B
08096314,G01F
09285335,C12Q
07727768,G01N
05182214,G01N
07713936,A61K
08703928,B82Y
08746036,G01N
05766553,B01L
05453310,B29K
06306599,C12Q
05089395,C12Q
06827907,B01L
05489470,Y10S
08735169,G01N
07749774,Y10S
05879635,B01L
08784984,B01J
07939172,C22C
06787154,Y10S
09408866,G01N
10160973,C12Q
08053185,Y02P
05486456,Y10S
09291591,A61M
06001067,C12Q
09545772,B01L
09671364,G01N
09616394,B01J
10201640,D01F
08682412,Y10T
09671048,F16L
06287862,C12P
08597653,A61K
08134278,H01L
09034797,F17D
08748116,G01N
08912004,Y10T
09499766,B05D
04787988,Y10T
07731929,Y10S
06100079,Y10S
08419998,B01J
07623285,G03H
08609430,Y10T
05387505,C12Q
05382528,A61L
05668264,A61K
08691507,A61K
09114392,Y10T
09974872,A61L
09939406,Y10T
08252540,A61K
05856296,G01N
06635422,C12Q
10206575,G01N
08308797,Y10T
06265223,B01L
06893814,C12Q
08557608,G01N
08453569,B41K
07783102,G06T
10139400,C07F
09448173,G01N
06377895,C40B
05492741,B32B
09850572,B01J
08288098,C12Q
07888046,C07K
05957840,Y10T
08658184,C09C
06937323,G16H
05138220,Y10T
06180395,Y10S
07438854,G01N
07268218,C07K
08815071,B03C
05882597,B01L
07261811,Y10S
09267122,G01N
05451463,C07H
08263404,C12N
06472186,C12Q
07435581,C12M
06932845,C30B
04559303,G01N
08104331,A61B
08471217,G01N
09289418,A61K
07282332,C40B
09600710,G06K
09932573,C07H
05612222,Y10T
08844139,A61C
07927867,C12M
08034427,F16D
06794456,G02B
08983783,H04N
09632093,C12Y
04915884,Y02W
08048297,B01L
09097054,E05F
07235307,C08B
07465747,G01N
06693080,G01N
05837113,G01N
06603054,A61F
07062092,G01N
09347942,G01N
05573920,C07K
05879881,G01N
06498010,G01N
08512838,Y10T
09220783,Y10T
06599736,B01J
09388412,C12N
09739508,Y02E
07858373,C10M
05057410,C12Q
05506337,C08G
08784752,G01N
06110968,A24B
09827565,G06F
07785863,G02B
07507675,G01N
05632876,B01L
08445210,B01L
05853703,A61Q
08551940,C12N
06033353,B31D
09822169,C07K
09985624,G06F
07189358,Y10T
05796477,G01J
05558984,C12Q
05506420,C12Q
09554646,E05B
06514716,G01N
07636502,G01N
07326182,G01N
09523697,A61K
06399853,A61F
07265253,A61L
05783504,Y10T
09920292,C12Q
10160184,C23C
06436631,C12Q
07618790,C07K
06528260,C12Q
09944964,A23K
06210894,C12Q
07555144,G01N
08333803,A61F
07374896,G01N
08358419,G01R
08720775,G01N
07318907,H05H
08012809,G06K
08669055,C12Q
10154807,B05D
09982289,C12Q
08183060,C12Q
10012706,G01R
09885664,C11D
06824864,B32B
10232382,H01L
08852896,Y02T
05856245,C08L
09400235,C12Q
06426145,A61K
08252594,C10L
05163441,A61F
08926782,B29C
09170228,G01N
04666842,C12Y
09267177,C07K
10093965,B01L
04588578,Y02A
09725602,H01L
08206662,G01N
08323882,Y10S
06165753,C07K
09031671,A61N
08123885,B65D
09365598,C07F
08785142,C12Q
09933356,G01N
08962236,C07K
06255047,G01N
04021368,B01J
07959873,B82Y
08481324,B82Y
05169788,Y10S
09347074,C08H
10030627,Y02E
06438398,G01N
07169471,C01P
03993558,B01J
06072765,G01B
08417013,C12Q
09297048,C12Q
05817455,C12Q
06824822,B01J
08216800,C12Q
